datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,count,day,month,hour,year,day_of_week,is_weekday,demand
2011-01-02 06:00:00,1,0,0,3,17.22,21.21,77,19.9995,2,2,1,6,2011,6,6,0
2011-01-02 07:00:00,1,0,0,2,16.4,20.455,76,12.998,1,2,1,7,2011,6,6,0
2011-01-02 08:00:00,1,0,0,3,16.4,20.455,71,15.0013,8,2,1,8,2011,6,6,0
2011-01-02 09:00:00,1,0,0,2,15.58,19.695,76,15.0013,20,2,1,9,2011,6,6,0
2011-01-02 10:00:00,1,0,0,2,14.76,17.425,81,15.0013,53,2,1,10,2011,6,6,0
2011-01-02 11:00:00,1,0,0,2,14.76,16.665,71,16.9979,70,2,1,11,2011,6,6,0
2011-01-02 12:00:00,1,0,0,2,14.76,16.665,66,19.9995,93,2,1,12,2011,6,6,0
2011-01-02 13:00:00,1,0,0,2,14.76,17.425,66,8.9981,75,2,1,13,2011,6,6,0
2011-01-02 14:00:00,1,0,0,3,14.76,17.425,76,12.998,59,2,1,14,2011,6,6,0
2011-01-02 15:00:00,1,0,0,3,13.94,16.665,81,11.0014,74,2,1,15,2011,6,6,0
2011-01-02 16:00:00,1,0,0,3,13.94,16.665,71,11.0014,76,2,1,16,2011,6,6,0
2011-01-02 17:00:00,1,0,0,1,13.94,16.665,57,12.998,65,2,1,17,2011,6,6,0
2011-01-02 18:00:00,1,0,0,2,14.76,16.665,46,22.0028,53,2,1,18,2011,6,6,0
2011-01-02 19:00:00,1,0,0,1,13.12,14.395,42,30.0026,30,2,1,19,2011,6,6,0
2011-01-02 20:00:00,1,0,0,1,12.3,13.635,39,23.9994,22,2,1,20,2011,6,6,0
2011-01-02 21:00:00,1,0,0,1,10.66,11.365,44,22.0028,31,2,1,21,2011,6,6,0
2011-01-02 22:00:00,1,0,0,1,9.84,10.605,44,19.9995,9,2,1,22,2011,6,6,1
2011-01-02 23:00:00,1,0,0,1,9.02,11.365,47,11.0014,8,2,1,23,2011,6,6,1
2011-01-03 00:00:00,1,0,1,1,9.02,9.85,44,23.9994,5,3,1,0,2011,0,0,0
2011-01-03 01:00:00,1,0,1,1,8.2,8.335,44,27.9993,2,3,1,1,2011,0,0,0
2011-01-03 04:00:00,1,0,1,1,6.56,6.82,47,26.0027,1,3,1,4,2011,0,0,0
2011-01-03 05:00:00,1,0,1,1,6.56,6.82,47,19.0012,3,3,1,5,2011,0,0,0
2011-01-03 06:00:00,1,0,1,1,5.74,5.305,50,26.0027,30,3,1,6,2011,0,0,0
2011-01-03 07:00:00,1,0,1,1,5.74,6.82,50,12.998,64,3,1,7,2011,0,0,1
2011-01-03 08:00:00,1,0,1,1,5.74,6.06,50,19.0012,154,3,1,8,2011,0,0,1
2011-01-03 09:00:00,1,0,1,1,6.56,6.82,43,26.0027,88,3,1,9,2011,0,0,1
2011-01-03 10:00:00,1,0,1,1,7.38,8.335,43,16.9979,44,3,1,10,2011,0,0,2
2011-01-03 11:00:00,1,0,1,1,8.2,9.09,40,22.0028,51,3,1,11,2011,0,0,2
2011-01-03 12:00:00,1,0,1,1,9.02,10.605,35,19.9995,61,3,1,12,2011,0,0,2
2011-01-03 13:00:00,1,0,1,1,9.84,10.605,35,19.0012,61,3,1,13,2011,0,0,2
2011-01-03 14:00:00,1,0,1,1,10.66,12.12,30,19.0012,77,3,1,14,2011,0,0,2
2011-01-03 15:00:00,1,0,1,1,10.66,12.12,30,16.9979,72,3,1,15,2011,0,0,2
2011-01-03 16:00:00,1,0,1,1,10.66,12.12,30,16.9979,76,3,1,16,2011,0,0,1
2011-01-03 17:00:00,1,0,1,1,9.84,11.365,30,15.0013,157,3,1,17,2011,0,0,1
2011-01-03 18:00:00,1,0,1,1,9.84,12.88,32,7.0015,157,3,1,18,2011,0,0,1
2011-01-03 19:00:00,1,0,1,1,8.2,12.88,47,0.0,110,3,1,19,2011,0,0,1
2011-01-03 20:00:00,1,0,1,1,8.2,11.365,47,7.0015,52,3,1,20,2011,0,0,1
2011-01-03 21:00:00,1,0,1,1,7.38,9.85,64,8.9981,52,3,1,21,2011,0,0,1
2011-01-03 22:00:00,1,0,1,1,5.74,7.575,69,8.9981,20,3,1,22,2011,0,0,1
2011-01-03 23:00:00,1,0,1,1,7.38,10.605,55,7.0015,12,3,1,23,2011,0,0,1
2011-01-04 00:00:00,1,0,1,1,6.56,9.09,55,7.0015,5,4,1,0,2011,1,1,0
2011-01-04 01:00:00,1,0,1,1,6.56,9.09,59,7.0015,2,4,1,1,2011,1,1,0
2011-01-04 02:00:00,1,0,1,1,5.74,7.575,63,8.9981,1,4,1,2,2011,1,1,0
2011-01-04 04:00:00,1,0,1,1,5.74,9.09,63,6.0032,2,4,1,4,2011,1,1,0
2011-01-04 05:00:00,1,0,1,1,4.92,7.575,68,7.0015,4,4,1,5,2011,1,1,0
2011-01-04 06:00:00,1,0,1,1,4.92,7.575,74,7.0015,36,4,1,6,2011,1,1,0
2011-01-04 07:00:00,1,0,1,1,4.92,7.575,74,8.9981,94,4,1,7,2011,1,1,3
2011-01-04 08:00:00,1,0,1,1,5.74,7.575,69,11.0014,179,4,1,8,2011,1,1,3
2011-01-04 09:00:00,1,0,1,1,6.56,7.575,64,15.0013,100,4,1,9,2011,1,1,3
2011-01-04 10:00:00,1,0,1,2,6.56,6.82,69,22.0028,42,4,1,10,2011,1,1,1
2011-01-04 11:00:00,1,0,1,1,9.02,10.605,51,19.9995,57,4,1,11,2011,1,1,1
2011-01-04 12:00:00,1,0,1,1,9.02,11.365,51,11.0014,78,4,1,12,2011,1,1,1
2011-01-04 13:00:00,1,0,1,1,9.84,11.365,56,12.998,97,4,1,13,2011,1,1,1
2011-01-04 14:00:00,1,0,1,1,10.66,12.88,52,15.0013,63,4,1,14,2011,1,1,1
2011-01-04 15:00:00,1,0,1,1,11.48,13.635,52,16.9979,65,4,1,15,2011,1,1,1
2011-01-04 16:00:00,1,0,1,1,12.3,14.395,49,16.9979,83,4,1,16,2011,1,1,3
2011-01-04 17:00:00,1,0,1,1,11.48,13.635,48,15.0013,212,4,1,17,2011,1,1,3
2011-01-04 18:00:00,1,0,1,1,10.66,12.88,48,12.998,182,4,1,18,2011,1,1,3
2011-01-04 19:00:00,1,0,1,1,9.84,12.88,48,7.0015,112,4,1,19,2011,1,1,3
2011-01-04 20:00:00,1,0,1,1,9.84,12.88,48,7.0015,54,4,1,20,2011,1,1,2
2011-01-04 21:00:00,1,0,1,1,9.02,13.635,64,0.0,48,4,1,21,2011,1,1,2
2011-01-04 22:00:00,1,0,1,1,9.02,12.88,64,6.0032,35,4,1,22,2011,1,1,1
2011-01-04 23:00:00,1,0,1,1,8.2,11.365,69,6.0032,11,4,1,23,2011,1,1,1
2011-01-05 00:00:00,1,0,1,1,8.2,12.88,64,0.0,6,5,1,0,2011,2,2,0
2011-01-05 01:00:00,1,0,1,1,6.56,9.85,74,6.0032,6,5,1,1,2011,2,2,0
2011-01-05 02:00:00,1,0,1,1,6.56,9.85,74,6.0032,2,5,1,2,2011,2,2,0
2011-01-05 04:00:00,1,0,1,1,9.84,11.365,48,15.0013,2,5,1,4,2011,2,2,0
2011-01-05 05:00:00,1,0,1,1,9.02,11.365,47,11.0014,3,5,1,5,2011,2,2,0
2011-01-05 06:00:00,1,0,1,1,8.2,9.85,47,15.0013,33,5,1,6,2011,2,2,0
2011-01-05 07:00:00,1,0,1,1,7.38,9.09,43,12.998,88,5,1,7,2011,2,2,0
2011-01-05 08:00:00,1,0,1,1,8.2,9.09,40,19.9995,195,5,1,8,2011,2,2,0
2011-01-05 09:00:00,1,0,1,1,9.02,9.85,37,22.0028,115,5,1,9,2011,2,2,0
2011-01-05 10:00:00,1,0,1,1,9.02,9.85,37,22.0028,57,5,1,10,2011,2,2,0
2011-01-05 11:00:00,1,0,1,1,10.66,11.365,33,22.0028,46,5,1,11,2011,2,2,0
2011-01-05 12:00:00,1,0,1,1,10.66,11.365,33,22.0028,79,5,1,12,2011,2,2,0
2011-01-05 13:00:00,1,0,1,1,11.48,12.88,30,19.9995,71,5,1,13,2011,2,2,0
2011-01-05 14:00:00,1,0,1,1,12.3,14.395,28,12.998,62,5,1,14,2011,2,2,0
2011-01-05 15:00:00,1,0,1,1,12.3,14.395,28,12.998,62,5,1,15,2011,2,2,0
2011-01-05 16:00:00,1,0,1,1,12.3,15.91,28,6.0032,89,5,1,16,2011,2,2,0
2011-01-05 17:00:00,1,0,1,1,9.84,11.365,38,12.998,190,5,1,17,2011,2,2,0
2011-01-05 18:00:00,1,0,1,1,9.84,12.12,38,8.9981,169,5,1,18,2011,2,2,0
2011-01-05 19:00:00,1,0,1,1,9.84,12.88,38,7.0015,132,5,1,19,2011,2,2,0
2011-01-05 20:00:00,1,0,1,1,9.02,11.365,47,11.0014,89,5,1,20,2011,2,2,0
2011-01-05 21:00:00,1,0,1,1,8.2,9.85,51,12.998,43,5,1,21,2011,2,2,0
2011-01-05 22:00:00,1,0,1,1,7.38,9.85,55,8.9981,42,5,1,22,2011,2,2,1
2011-01-05 23:00:00,1,0,1,1,8.2,12.88,47,0.0,19,5,1,23,2011,2,2,1
2011-01-06 00:00:00,1,0,1,1,7.38,12.12,55,0.0,11,6,1,0,2011,3,3,0
2011-01-06 01:00:00,1,0,1,1,6.56,11.365,64,0.0,4,6,1,1,2011,3,3,0
2011-01-06 02:00:00,1,0,1,1,6.56,11.365,64,0.0,2,6,1,2,2011,3,3,0
2011-01-06 04:00:00,1,0,1,2,6.56,9.85,64,6.0032,1,6,1,4,2011,3,3,0
2011-01-06 05:00:00,1,0,1,2,5.74,9.09,69,6.0032,4,6,1,5,2011,3,3,0
2011-01-06 06:00:00,1,0,1,2,5.74,8.335,63,7.0015,36,6,1,6,2011,3,3,0
2011-01-06 07:00:00,1,0,1,2,6.56,11.365,59,0.0,95,6,1,7,2011,3,3,0
2011-01-06 08:00:00,1,0,1,1,6.56,11.365,59,0.0,219,6,1,8,2011,3,3,0
2011-01-06 09:00:00,1,0,1,2,7.38,12.12,51,0.0,122,6,1,9,2011,3,3,0
2011-01-06 10:00:00,1,0,1,1,8.2,12.88,47,0.0,45,6,1,10,2011,3,3,0
2011-01-06 11:00:00,1,0,1,1,9.02,12.88,44,6.0032,59,6,1,11,2011,3,3,0
2011-01-06 12:00:00,1,0,1,1,10.66,14.395,35,0.0,84,6,1,12,2011,3,3,0
2011-01-06 13:00:00,1,0,1,1,10.66,13.635,35,7.0015,67,6,1,13,2011,3,3,0
2011-01-06 14:00:00,1,0,1,1,11.48,13.635,36,11.0014,70,6,1,14,2011,3,3,0
2011-01-06 15:00:00,1,0,1,1,11.48,13.635,36,0.0,62,6,1,15,2011,3,3,0
2011-01-06 16:00:00,1,0,1,1,10.66,12.88,38,11.0014,86,6,1,16,2011,3,3,0
2011-01-06 17:00:00,1,0,1,1,9.02,11.365,51,11.0014,172,6,1,17,2011,3,3,0
2011-01-06 18:00:00,1,0,1,1,9.02,11.365,51,8.9981,163,6,1,18,2011,3,3,0
2011-01-06 19:00:00,1,0,1,1,9.02,12.88,55,6.0032,112,6,1,19,2011,3,3,0
2011-01-06 20:00:00,1,0,1,1,8.2,10.605,51,11.0014,69,6,1,20,2011,3,3,0
2011-01-06 21:00:00,1,0,1,2,9.02,10.605,55,15.0013,48,6,1,21,2011,3,3,0
2011-01-06 22:00:00,1,0,1,2,9.02,10.605,51,19.0012,52,6,1,22,2011,3,3,1
2011-01-06 23:00:00,1,0,1,2,8.2,9.85,59,12.998,23,6,1,23,2011,3,3,1
2011-01-07 00:00:00,1,0,1,2,8.2,9.85,64,12.998,17,7,1,0,2011,4,4,0
2011-01-07 01:00:00,1,0,1,2,8.2,9.85,69,15.0013,7,7,1,1,2011,4,4,0
2011-01-07 02:00:00,1,0,1,2,8.2,9.85,69,15.0013,1,7,1,2,2011,4,4,0
2011-01-07 04:00:00,1,0,1,2,8.2,10.605,69,8.9981,1,7,1,4,2011,4,4,0
2011-01-07 05:00:00,1,0,1,3,9.02,13.635,55,0.0,5,7,1,5,2011,4,4,0
2011-01-07 06:00:00,1,0,1,2,8.2,12.88,69,0.0,34,7,1,6,2011,4,4,0
2011-01-07 07:00:00,1,0,1,1,8.2,10.605,69,8.9981,84,7,1,7,2011,4,4,0
2011-01-07 08:00:00,1,0,1,1,8.2,9.85,51,16.9979,210,7,1,8,2011,4,4,0
2011-01-07 09:00:00,1,0,1,1,8.2,9.09,47,19.9995,134,7,1,9,2011,4,4,0
2011-01-07 10:00:00,1,0,1,1,9.02,9.85,37,22.0028,63,7,1,10,2011,4,4,0
2011-01-07 11:00:00,1,0,1,2,8.2,9.85,40,15.0013,67,7,1,11,2011,4,4,0
2011-01-07 12:00:00,1,0,1,2,8.2,9.85,37,16.9979,59,7,1,12,2011,4,4,0
2011-01-07 13:00:00,1,0,1,2,8.2,9.09,37,19.0012,73,7,1,13,2011,4,4,0
2011-01-07 14:00:00,1,0,1,2,8.2,9.85,40,16.9979,50,7,1,14,2011,4,4,0
2011-01-07 15:00:00,1,0,1,2,8.2,10.605,37,11.0014,72,7,1,15,2011,4,4,0
2011-01-07 16:00:00,1,0,1,2,8.2,10.605,37,11.0014,87,7,1,16,2011,4,4,0
2011-01-07 17:00:00,1,0,1,2,8.2,12.88,37,0.0,187,7,1,17,2011,4,4,0
2011-01-07 18:00:00,1,0,1,1,8.2,11.365,40,6.0032,123,7,1,18,2011,4,4,0
2011-01-07 19:00:00,1,0,1,1,6.56,9.85,55,6.0032,95,7,1,19,2011,4,4,0
2011-01-07 20:00:00,1,0,1,1,7.38,10.605,47,7.0015,51,7,1,20,2011,4,4,0
2011-01-07 21:00:00,1,0,1,1,7.38,9.85,47,8.9981,39,7,1,21,2011,4,4,0
2011-01-07 22:00:00,1,0,1,2,7.38,9.85,43,11.0014,36,7,1,22,2011,4,4,1
2011-01-07 23:00:00,1,0,1,2,7.38,9.85,51,11.0014,15,7,1,23,2011,4,4,1
2011-01-08 00:00:00,1,0,0,2,7.38,9.85,51,11.0014,25,8,1,0,2011,5,5,0
2011-01-08 01:00:00,1,0,0,2,7.38,10.605,55,6.0032,16,8,1,1,2011,5,5,0
2011-01-08 02:00:00,1,0,0,2,7.38,12.12,55,0.0,16,8,1,2,2011,5,5,0
2011-01-08 03:00:00,1,0,0,3,7.38,9.85,55,11.0014,7,8,1,3,2011,5,5,0
2011-01-08 04:00:00,1,0,0,3,7.38,9.85,55,11.0014,1,8,1,4,2011,5,5,0
2011-01-08 05:00:00,1,0,0,2,6.56,8.335,74,11.0014,5,8,1,5,2011,5,5,0
2011-01-08 06:00:00,1,0,0,2,6.56,8.335,74,11.0014,2,8,1,6,2011,5,5,0
2011-01-08 07:00:00,1,0,0,2,6.56,9.09,74,7.0015,9,8,1,7,2011,5,5,0
2011-01-08 08:00:00,1,0,0,3,6.56,9.09,93,7.0015,15,8,1,8,2011,5,5,0
2011-01-08 09:00:00,1,0,0,3,6.56,9.09,93,7.0015,20,8,1,9,2011,5,5,0
2011-01-08 10:00:00,1,0,0,2,7.38,9.85,80,11.0014,61,8,1,10,2011,5,5,0
2011-01-08 11:00:00,1,0,0,2,8.2,9.09,69,26.0027,62,8,1,11,2011,5,5,0
2011-01-08 12:00:00,1,0,0,2,8.2,9.09,59,23.9994,98,8,1,12,2011,5,5,0
2011-01-08 13:00:00,1,0,0,1,8.2,9.09,44,22.0028,102,8,1,13,2011,5,5,0
2011-01-08 14:00:00,1,0,0,1,8.2,8.335,32,32.9975,95,8,1,14,2011,5,5,0
2011-01-08 15:00:00,1,0,0,1,8.2,8.335,32,30.0026,74,8,1,15,2011,5,5,0
2011-01-08 16:00:00,1,0,0,1,7.38,6.82,29,30.0026,76,8,1,16,2011,5,5,0
2011-01-08 17:00:00,1,0,0,1,6.56,6.06,37,36.9974,69,8,1,17,2011,5,5,0
2011-01-08 18:00:00,1,0,0,1,5.74,6.06,39,19.9995,55,8,1,18,2011,5,5,0
2011-01-08 19:00:00,1,0,0,1,5.74,6.06,36,16.9979,30,8,1,19,2011,5,5,0
2011-01-08 20:00:00,1,0,0,1,4.92,6.06,36,16.9979,28,8,1,20,2011,5,5,0
2011-01-08 21:00:00,1,0,0,1,4.92,5.305,39,23.9994,37,8,1,21,2011,5,5,0
2011-01-08 22:00:00,1,0,0,1,4.92,5.305,36,26.0027,34,8,1,22,2011,5,5,1
2011-01-08 23:00:00,1,0,0,1,4.1,3.03,39,30.0026,22,8,1,23,2011,5,5,1
2011-01-09 00:00:00,1,0,0,1,4.1,3.79,42,26.0027,25,9,1,0,2011,6,6,0
2011-01-09 01:00:00,1,0,0,1,4.1,3.03,42,31.0009,12,9,1,1,2011,6,6,0
2011-01-09 02:00:00,1,0,0,1,4.1,3.03,46,31.0009,11,9,1,2,2011,6,6,0
2011-01-09 03:00:00,1,0,0,1,4.1,3.79,46,27.9993,4,9,1,3,2011,6,6,0
2011-01-09 04:00:00,1,0,0,1,3.28,4.545,53,12.998,1,9,1,4,2011,6,6,0
2011-01-09 05:00:00,1,0,0,1,3.28,4.545,53,12.998,1,9,1,5,2011,6,6,0
2011-01-09 06:00:00,1,0,0,1,4.1,4.545,49,19.0012,1,9,1,6,2011,6,6,0
2011-01-09 07:00:00,1,0,0,1,3.28,4.545,53,12.998,6,9,1,7,2011,6,6,0
2011-01-09 08:00:00,1,0,0,1,4.1,4.545,49,19.0012,10,9,1,8,2011,6,6,0
2011-01-09 09:00:00,1,0,0,1,4.92,3.79,46,35.0008,19,9,1,9,2011,6,6,0
2011-01-09 10:00:00,1,0,0,1,5.74,5.305,43,26.0027,49,9,1,10,2011,6,6,0
2011-01-09 11:00:00,1,0,0,1,6.56,6.06,40,35.0008,49,9,1,11,2011,6,6,0
2011-01-09 12:00:00,1,0,0,1,7.38,6.82,37,30.0026,83,9,1,12,2011,6,6,0
2011-01-09 13:00:00,1,0,0,1,8.2,8.335,34,30.0026,75,9,1,13,2011,6,6,0
2011-01-09 14:00:00,1,0,0,1,9.02,9.09,32,31.0009,72,9,1,14,2011,6,6,0
2011-01-09 15:00:00,1,0,0,1,9.02,9.85,35,23.9994,82,9,1,15,2011,6,6,0
2011-01-09 16:00:00,1,0,0,1,8.2,8.335,34,30.0026,92,9,1,16,2011,6,6,0
2011-01-09 17:00:00,1,0,0,1,7.38,7.575,37,26.0027,62,9,1,17,2011,6,6,0
2011-01-09 18:00:00,1,0,0,1,6.56,6.82,40,22.0028,48,9,1,18,2011,6,6,0
2011-01-09 19:00:00,1,0,0,1,6.56,6.82,43,22.0028,41,9,1,19,2011,6,6,0
2011-01-09 20:00:00,1,0,0,1,5.74,6.06,46,16.9979,38,9,1,20,2011,6,6,0
2011-01-09 21:00:00,1,0,0,1,5.74,5.305,46,27.9993,20,9,1,21,2011,6,6,0
2011-01-09 22:00:00,1,0,0,1,5.74,6.06,46,19.9995,15,9,1,22,2011,6,6,1
2011-01-09 23:00:00,1,0,0,1,4.92,6.82,50,12.998,6,9,1,23,2011,6,6,1
2011-01-10 00:00:00,1,0,1,1,4.92,6.06,50,19.0012,5,10,1,0,2011,0,0,0
2011-01-10 01:00:00,1,0,1,1,4.92,6.06,50,19.0012,1,10,1,1,2011,0,0,0
2011-01-10 02:00:00,1,0,1,1,4.92,6.06,50,15.0013,3,10,1,2,2011,0,0,0
2011-01-10 03:00:00,1,0,1,1,4.92,6.06,50,15.0013,1,10,1,3,2011,0,0,0
2011-01-10 04:00:00,1,0,1,1,4.1,6.06,54,8.9981,3,10,1,4,2011,0,0,0
2011-01-10 05:00:00,1,0,1,1,4.1,5.305,54,16.9979,3,10,1,5,2011,0,0,0
2011-01-10 06:00:00,1,0,1,1,4.92,6.06,50,19.0012,31,10,1,6,2011,0,0,0
2011-01-10 07:00:00,1,0,1,1,4.92,6.06,50,15.0013,77,10,1,7,2011,0,0,1
2011-01-10 08:00:00,1,0,1,2,4.92,6.06,50,19.0012,188,10,1,8,2011,0,0,1
2011-01-10 09:00:00,1,0,1,2,5.74,6.06,50,16.9979,94,10,1,9,2011,0,0,1
2011-01-10 10:00:00,1,0,1,2,5.74,6.06,50,19.9995,31,10,1,10,2011,0,0,2
2011-01-10 11:00:00,1,0,1,2,6.56,6.82,47,19.0012,30,10,1,11,2011,0,0,2
2011-01-10 12:00:00,1,0,1,2,8.2,9.09,40,19.0012,52,10,1,12,2011,0,0,2
2011-01-10 13:00:00,1,0,1,2,8.2,9.09,40,19.0012,54,10,1,13,2011,0,0,2
2011-01-10 14:00:00,1,0,1,2,8.2,9.85,40,15.0013,47,10,1,14,2011,0,0,2
2011-01-10 15:00:00,1,0,1,2,8.2,9.85,40,15.0013,45,10,1,15,2011,0,0,2
2011-01-10 16:00:00,1,0,1,1,8.2,10.605,40,8.9981,74,10,1,16,2011,0,0,1
2011-01-10 17:00:00,1,0,1,1,8.2,11.365,40,7.0015,178,10,1,17,2011,0,0,1
2011-01-10 18:00:00,1,0,1,1,8.2,9.85,40,15.0013,155,10,1,18,2011,0,0,1
2011-01-10 19:00:00,1,0,1,1,6.56,8.335,47,11.0014,95,10,1,19,2011,0,0,1
2011-01-10 20:00:00,1,0,1,1,6.56,8.335,50,11.0014,74,10,1,20,2011,0,0,1
2011-01-10 21:00:00,1,0,1,1,5.74,6.82,59,12.998,38,10,1,21,2011,0,0,1
2011-01-10 22:00:00,1,0,1,1,5.74,7.575,59,11.0014,24,10,1,22,2011,0,0,1
2011-01-10 23:00:00,1,0,1,1,5.74,7.575,59,11.0014,18,10,1,23,2011,0,0,1
2011-01-11 00:00:00,1,0,1,1,5.74,8.335,59,7.0015,12,11,1,0,2011,1,1,0
2011-01-11 01:00:00,1,0,1,1,5.74,7.575,59,11.0014,3,11,1,1,2011,1,1,0
2011-01-11 02:00:00,1,0,1,2,6.56,7.575,55,12.998,3,11,1,2,2011,1,1,0
2011-01-11 05:00:00,1,0,1,2,6.56,9.09,55,8.9981,6,11,1,5,2011,1,1,0
2011-01-11 06:00:00,1,0,1,2,6.56,9.09,55,8.9981,27,11,1,6,2011,1,1,0
2011-01-11 07:00:00,1,0,1,2,6.56,11.365,55,0.0,99,11,1,7,2011,1,1,3
2011-01-11 08:00:00,1,0,1,2,7.38,10.605,51,6.0032,217,11,1,8,2011,1,1,3
2011-01-11 09:00:00,1,0,1,2,7.38,9.85,51,11.0014,130,11,1,9,2011,1,1,3
2011-01-11 10:00:00,1,0,1,2,8.2,10.605,51,11.0014,54,11,1,10,2011,1,1,1
2011-01-11 11:00:00,1,0,1,2,8.2,10.605,47,8.9981,35,11,1,11,2011,1,1,1
2011-01-11 12:00:00,1,0,1,2,8.2,11.365,51,7.0015,57,11,1,12,2011,1,1,1
2011-01-11 13:00:00,1,0,1,2,8.2,11.365,59,6.0032,52,11,1,13,2011,1,1,1
2011-01-11 14:00:00,1,0,1,2,8.2,11.365,59,6.0032,63,11,1,14,2011,1,1,1
2011-01-11 15:00:00,1,0,1,2,6.56,9.85,80,6.0032,47,11,1,15,2011,1,1,1
2011-01-11 16:00:00,1,0,1,2,6.56,7.575,86,15.0013,76,11,1,16,2011,1,1,3
2011-01-11 17:00:00,1,0,1,2,6.56,7.575,86,15.0013,136,11,1,17,2011,1,1,3
2011-01-11 18:00:00,1,0,1,3,6.56,9.09,93,7.0015,95,11,1,18,2011,1,1,3
2011-01-11 19:00:00,1,0,1,3,6.56,11.365,93,0.0,51,11,1,19,2011,1,1,3
2011-01-11 20:00:00,1,0,1,3,6.56,7.575,93,12.998,32,11,1,20,2011,1,1,2
2011-01-11 21:00:00,1,0,1,3,6.56,9.85,86,6.0032,20,11,1,21,2011,1,1,2
2011-01-11 22:00:00,1,0,1,3,6.56,9.09,93,7.0015,29,11,1,22,2011,1,1,1
2011-01-11 23:00:00,1,0,1,3,6.56,9.85,93,6.0032,19,11,1,23,2011,1,1,1
2011-01-12 00:00:00,1,0,1,2,6.56,9.85,86,6.0032,7,12,1,0,2011,2,2,0
2011-01-12 01:00:00,1,0,1,2,6.56,9.09,86,7.0015,6,12,1,1,2011,2,2,0
2011-01-12 02:00:00,1,0,1,1,5.74,7.575,86,8.9981,1,12,1,2,2011,2,2,0
2011-01-12 05:00:00,1,0,1,1,5.74,7.575,86,11.0014,5,12,1,5,2011,2,2,0
2011-01-12 06:00:00,1,0,1,1,4.92,7.575,93,8.9981,16,12,1,6,2011,2,2,0
2011-01-12 07:00:00,1,0,1,1,5.74,7.575,69,8.9981,54,12,1,7,2011,2,2,0
2011-01-12 08:00:00,1,0,1,1,6.56,8.335,59,11.0014,128,12,1,8,2011,2,2,0
